name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
611.0,2017,610000,15000,2.0,1.0,1.0,1.0,22.0,1197.0,81.8,5.0
446.0,2011,200000,40000,2.0,1.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
612.0,2010,265000,135000,1.0,1.0,1.0,1.0,14.0,2498.0,112.0,8.0
613.0,2018,560000,26300,2.0,1.0,1.0,1.0,23.84,1199.0,84.0,5.0
309.0,2014,430000,120000,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,7.0
1.0,2017,711000,35000,1.0,1.0,1.0,1.0,28.4,1248.0,74.02,5.0
102.0,2015,511000,30000,2.0,1.0,1.0,1.0,20.85,1197.0,83.14,5.0
222.0,2012,450000,165000,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,7.0
177.0,2015,325000,50000,2.0,1.0,1.0,1.0,17.57,1193.0,88.7,5.0
143.0,2010,210000,100000,1.0,1.0,1.0,2.0,20.0,1399.0,68.0,5.0
614.0,2009,140000,90000,2.0,1.0,1.0,3.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
615.0,2007,160000,120000,2.0,1.0,1.0,2.0,15.0,1586.0,104.68,5.0
616.0,2017,650000,70000,2.0,1.0,1.0,2.0,17.5,1373.0,91.1,7.0
103.0,2008,250000,90000,1.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
502.0,2014,320000,72000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
617.0,2017,290000,50000,2.0,1.0,1.0,1.0,23.01,999.0,67.0,5.0
618.0,1996,163000,5000,1.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
619.0,2013,80000,30000,2.0,1.0,1.0,1.0,25.4,624.0,37.48,4.0
620.0,2015,600000,110000,1.0,1.0,1.0,1.0,26.21,1248.0,88.5,5.0
185.0,2017,340000,25000,2.0,1.0,1.0,1.0,25.17,799.0,53.3,5.0
50.0,2014,750000,120000,1.0,1.0,1.0,1.0,12.99,2494.0,100.6,7.0
17.0,2006,100000,40000,2.0,1.0,1.0,1.0,19.7,796.0,46.3,5.0
574.0,2019,395000,10000,2.0,1.0,1.0,1.0,25.17,799.0,53.3,5.0
621.0,2010,200000,65000,2.0,1.0,1.0,1.0,18.9,1061.0,67.0,5.0
622.0,2019,450000,10000,4.0,1.0,1.0,1.0,30.716,1196.0,61.7,5.0
623.0,2012,180000,110000,2.0,1.0,1.0,2.0,13.87,1390.0,75.0,5.0
610.0,2008,190000,120000,1.0,1.0,1.0,2.0,13.6,2523.0,63.0,7.0
187.0,2015,310000,72000,2.0,1.0,1.0,1.0,15.37,1196.0,73.0,5.0
146.0,2014,351000,89100,1.0,1.0,1.0,2.0,23.2,1248.0,73.94,5.0
624.0,2006,190000,94000,2.0,1.0,1.0,2.0,17.4,1599.0,104.0,5.0
374.0,2015,225000,120000,2.0,1.0,1.0,2.0,21.1,814.0,55.2,5.0
548.0,2012,130000,110000,2.0,1.0,1.0,1.0,16.2,995.0,62.1,5.0
625.0,2018,1000000,50000,1.0,1.0,1.0,1.0,28.09,1248.0,88.5,5.0
626.0,2004,55000,90000,1.0,1.0,1.0,3.0,16.8,1405.0,62.0,5.0
627.0,2014,330000,23000,2.0,1.0,1.0,1.0,18.2,1199.0,82.4,5.0
628.0,2013,166000,50000,2.0,1.0,1.0,1.0,16.8,796.0,34.2,5.0
622.0,2017,370000,140000,4.0,1.0,1.0,1.0,30.716,1196.0,61.7,5.0
629.0,2019,720000,16000,2.0,1.0,2.0,1.0,17.4,1197.0,81.86,5.0
175.0,2019,570000,15000,2.0,1.0,1.0,1.0,20.14,1197.0,81.86,5.0
345.0,2010,210000,200000,2.0,1.0,1.0,1.0,17.5,1197.0,85.8,5.0
107.0,2009,120000,120000,2.0,1.0,1.0,1.0,19.7,796.0,46.3,5.0
352.0,2005,95000,120000,2.0,1.0,1.0,4.0,15.3,1341.0,83.0,5.0
187.0,2016,392000,38000,2.0,1.0,1.0,1.0,15.37,1196.0,73.0,5.0
630.0,2010,150000,104000,2.0,1.0,1.0,1.0,15.0,1368.0,90.0,5.0
631.0,2017,595000,120000,2.0,1.0,1.0,1.0,15.4,1497.0,117.3,7.0
632.0,2018,833000,35000,1.0,1.0,2.0,1.0,24.3,1248.0,88.5,5.0
472.0,2011,280000,210000,1.0,1.0,1.0,1.0,22.9,1248.0,74.0,5.0
146.0,2009,180000,85000,1.0,1.0,1.0,3.0,21.1,1248.0,73.9,5.0
633.0,2012,225000,80000,2.0,1.0,1.0,1.0,18.9,998.0,67.1,5.0
53.0,2012,1400000,50000,1.0,1.0,2.0,1.0,14.84,2143.0,170.0,5.0
634.0,2010,550000,216000,1.0,1.0,1.0,1.0,12.8,2494.0,102.0,8.0
635.0,2015,650000,84000,1.0,1.0,1.0,1.0,28.09,1248.0,88.5,5.0
43.0,2012,730000,210000,1.0,1.0,1.0,1.0,12.99,2494.0,100.0,7.0
636.0,2006,81000,100000,2.0,1.0,1.0,4.0,15.3,1341.0,83.0,5.0
637.0,2007,170000,78000,2.0,1.0,1.0,2.0,16.1,1298.0,88.2,5.0
150.0,2002,81000,161000,2.0,1.0,1.0,4.0,13.0,1493.0,100.0,5.0
17.0,2005,95000,70000,2.0,1.0,1.0,3.0,19.7,796.0,46.3,5.0
638.0,2017,880000,65000,1.0,1.0,1.0,1.0,19.98,1461.0,108.5,8.0
235.0,2015,200000,50000,2.0,1.0,1.0,1.0,25.17,799.0,53.3,5.0
639.0,2019,480000,25000,2.0,1.0,1.0,1.0,20.52,1197.0,81.8,5.0
435.0,2013,480000,100000,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,9.0
226.0,2018,700000,6000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
640.0,2016,850000,72113,1.0,1.0,1.0,1.0,21.9,1498.0,98.6,7.0
641.0,2012,300000,40000,1.0,1.0,1.0,1.0,23.57,1396.0,70.0,5.0
349.0,2017,650000,8000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
642.0,2010,220000,20000,2.0,1.0,1.0,1.0,21.1,1197.0,85.8,5.0
1.0,2014,450000,80000,1.0,1.0,1.0,1.0,23.4,1248.0,74.0,5.0
103.0,2014,400000,90000,1.0,1.0,1.0,1.0,25.2,1248.0,74.0,5.0
643.0,2018,1030000,25000,1.0,1.0,1.0,1.0,25.1,1248.0,88.5,5.0
368.0,2010,190000,100000,1.0,1.0,1.0,2.0,18.8,1248.0,90.0,5.0
644.0,2006,140000,60000,2.0,1.0,1.0,2.0,16.6,1388.0,68.0,5.0
645.0,2018,800000,30000,1.0,1.0,1.0,1.0,21.19,1396.0,88.76,5.0
646.0,2007,229999,120000,1.0,1.0,1.0,3.0,10.5,2609.0,120.0,7.0
553.0,2011,300000,80000,1.0,1.0,1.0,2.0,13.93,2179.0,138.03,7.0
346.0,2010,140000,75000,2.0,1.0,1.0,1.0,18.6,1199.0,79.4,5.0
294.0,2014,420000,90000,1.0,1.0,1.0,2.0,24.4,1120.0,71.01,5.0
647.0,2012,300000,100000,1.0,1.0,1.0,3.0,23.08,1461.0,63.12,5.0
518.0,2012,150000,110000,1.0,1.0,1.0,1.0,22.3,1248.0,74.0,5.0
69.0,2015,600000,90000,1.0,1.0,1.0,1.0,22.77,1498.0,98.59,5.0
250.0,2011,204999,100000,1.0,1.0,1.0,2.0,20.0,1399.0,68.0,5.0
648.0,2017,625000,50000,1.0,1.0,1.0,1.0,25.4,1186.0,73.97,5.0
649.0,2011,280000,200000,1.0,1.0,1.0,1.0,20.5,1248.0,91.7,5.0
650.0,2014,1050000,146000,1.0,1.0,2.0,2.0,13.01,2199.0,194.3,7.0
651.0,2009,250000,80000,2.0,1.0,1.0,2.0,12.9,1598.0,102.5,5.0
652.0,2010,535000,96443,1.0,1.0,1.0,2.0,11.57,2179.0,138.1,7.0
653.0,2009,400000,100000,2.0,1.0,2.0,2.0,11.7,2354.0,177.6,5.0
654.0,2019,610000,10000,2.0,1.0,2.0,1.0,21.21,1197.0,81.8,5.0
1.0,2014,511000,100000,1.0,1.0,1.0,1.0,23.4,1248.0,74.0,5.0
655.0,2014,451000,91000,1.0,1.0,1.0,1.0,22.54,1396.0,88.73,5.0
259.0,2009,170000,100000,2.0,1.0,1.0,1.0,20.36,1197.0,78.9,5.0
1.0,2013,450000,120000,1.0,1.0,1.0,2.0,23.4,1248.0,74.0,5.0
656.0,2011,375000,90000,2.0,1.0,1.0,2.0,17.0,1497.0,118.0,5.0
24.0,2016,305000,60000,2.0,1.0,1.0,2.0,22.74,796.0,47.3,5.0
185.0,2016,315000,51500,2.0,1.0,1.0,1.0,25.17,799.0,53.3,5.0
657.0,2016,250000,60000,1.0,1.0,1.0,2.0,22.1,1248.0,74.0,5.0
302.0,2012,200000,104500,1.0,1.0,1.0,2.0,20.0,1399.0,68.0,5.0
307.0,2018,950000,30000,1.0,1.0,1.0,1.0,23.0,1498.0,98.96,5.0
10.0,2012,400000,120000,1.0,1.0,1.0,3.0,19.01,1461.0,108.45,5.0
658.0,2014,509999,100000,1.0,1.0,1.0,2.0,22.9,1248.0,74.0,5.0
659.0,2008,375000,90000,2.0,1.0,1.0,3.0,13.5,1799.0,130.0,5.0
249.0,2005,150000,150000,2.0,1.0,1.0,3.0,18.9,998.0,67.1,5.0
660.0,2006,75000,60000,2.0,1.0,2.0,1.0,18.9,998.0,67.1,5.0
661.0,2015,465000,50000,2.0,1.0,1.0,2.0,17.43,1396.0,105.5,5.0
394.0,2019,700000,10000,1.0,1.0,1.0,1.0,24.0,1186.0,73.97,5.0
370.0,2015,950000,120000,1.0,1.0,1.0,3.0,15.4,1997.0,120.0,7.0
226.0,2017,610000,40000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
662.0,2004,60000,120000,2.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
24.0,2014,235000,50000,2.0,1.0,1.0,1.0,22.74,796.0,47.3,5.0
663.0,2014,472000,90000,1.0,1.0,1.0,1.0,20.45,1461.0,83.8,5.0
89.0,2019,585000,10000,2.0,1.0,1.0,1.0,21.21,1197.0,81.8,5.0
664.0,2018,500000,10000,1.0,1.0,1.0,1.0,23.5,909.0,45.0,8.0
41.0,2019,360000,27000,2.0,1.0,1.0,1.0,23.95,998.0,67.05,5.0
1.0,2016,649000,70000,1.0,1.0,1.0,1.0,26.59,1248.0,74.0,5.0
665.0,2017,200000,50000,2.0,1.0,1.0,1.0,16.8,796.0,34.2,5.0
13.0,2008,240000,60000,2.0,1.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
666.0,2014,400000,110000,1.0,1.0,1.0,1.0,24.0,1120.0,70.0,5.0
667.0,2015,250000,100000,1.0,1.0,1.0,2.0,27.62,793.0,47.0,5.0
668.0,2018,1200000,50000,1.0,1.0,1.0,1.0,17.3,1497.0,121.0,7.0
424.0,2009,250000,105000,1.0,1.0,1.0,2.0,17.8,1248.0,75.0,5.0
236.0,2013,819999,110000,1.0,1.0,1.0,1.0,12.99,2494.0,100.6,8.0
189.0,2014,800000,60000,1.0,1.0,1.0,2.0,15.1,2179.0,140.0,7.0
108.0,2010,150000,60000,2.0,1.0,1.0,3.0,17.92,1086.0,62.1,5.0
103.0,2010,315000,120000,1.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
337.0,2012,170000,90000,1.0,1.0,1.0,1.0,25.44,936.0,57.6,5.0
215.0,2014,335000,33033,2.0,2.0,1.0,1.0,19.4,1198.0,86.8,5.0
216.0,2015,465000,63063,2.0,2.0,2.0,1.0,18.9,1197.0,82.0,5.0
10.0,2013,360000,81000,1.0,1.0,1.0,2.0,19.01,1461.0,108.45,5.0
648.0,2018,570000,80000,1.0,1.0,1.0,1.0,25.4,1186.0,73.97,5.0
313.0,2012,350000,105000,1.0,1.0,1.0,2.0,19.01,1461.0,108.45,5.0
669.0,2017,600000,60000,1.0,1.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
336.0,2017,700000,227000,2.0,1.0,1.0,1.0,17.5,1373.0,91.1,7.0
313.0,2012,375000,100000,1.0,1.0,1.0,2.0,19.01,1461.0,108.45,5.0
622.0,2019,450000,60000,4.0,1.0,1.0,1.0,30.716,1196.0,61.7,5.0
98.0,2013,325000,70000,1.0,1.0,1.0,3.0,21.9,1396.0,88.76,5.0
670.0,2011,260000,120000,1.0,1.0,1.0,3.0,20.54,1598.0,103.6,5.0
293.0,2009,130000,80000,2.0,1.0,1.0,3.0,19.7,796.0,46.3,5.0
652.0,2008,150000,120000,1.0,1.0,1.0,4.0,11.57,2179.0,138.1,7.0
108.0,2014,220000,40000,2.0,1.0,1.0,1.0,17.92,1086.0,62.1,5.0
372.0,2014,275000,53000,2.0,1.0,1.0,1.0,20.36,1197.0,78.9,5.0
671.0,2017,455000,60000,1.0,1.0,1.0,1.0,25.2,1248.0,74.0,5.0
672.0,2017,570000,30000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
67.0,2013,330000,100000,1.0,1.0,1.0,3.0,20.54,1598.0,103.6,5.0
673.0,2018,1576000,70000,1.0,1.0,1.0,1.0,13.68,2393.0,147.8,7.0
367.0,2012,450000,98000,1.0,1.0,1.0,4.0,20.77,1248.0,88.8,7.0
374.0,2014,250000,60000,2.0,1.0,1.0,1.0,21.1,814.0,55.2,5.0
259.0,2010,165000,80000,2.0,1.0,1.0,3.0,20.36,1197.0,78.9,5.0
674.0,2013,800000,117000,1.0,2.0,2.0,1.0,11.18,2696.0,184.0,7.0
230.0,2017,525000,19723,2.0,2.0,2.0,1.0,20.3,1199.0,84.0,5.0
675.0,2016,825000,21446,2.0,2.0,1.0,1.0,16.8,1497.0,116.3,5.0
676.0,2017,750000,52289,1.0,2.0,1.0,1.0,25.1,1248.0,88.5,5.0
549.0,2017,950000,54470,1.0,2.0,1.0,1.0,15.4,2179.0,120.0,7.0
521.0,2017,675000,25471,1.0,2.0,1.0,1.0,21.9,1396.0,90.0,5.0
677.0,2019,490000,33928,2.0,2.0,1.0,1.0,23.84,1199.0,84.48,5.0
678.0,2009,350000,54290,2.0,2.0,1.0,1.0,17.0,1497.0,118.0,5.0
539.0,2016,475000,2118,2.0,2.0,1.0,1.0,19.4,1198.0,86.8,5.0
679.0,2017,950000,61379,1.0,2.0,1.0,1.0,15.4,2179.0,120.0,7.0
680.0,2010,350000,58544,2.0,2.0,1.0,2.0,17.4,1497.0,117.3,5.0
87.0,2016,400000,74381,2.0,2.0,1.0,1.0,21.79,998.0,67.05,5.0
681.0,2001,75000,35000,2.0,1.0,1.0,3.0,16.1,796.0,37.0,4.0
87.0,2008,175000,65000,2.0,2.0,1.0,2.0,18.9,998.0,67.1,5.0
309.0,2014,570000,74000,1.0,2.0,1.0,1.0,15.96,2523.0,62.1,7.0
372.0,2012,270000,56000,2.0,1.0,1.0,1.0,20.36,1197.0,78.9,5.0
682.0,2019,434999,19500,2.0,2.0,1.0,1.0,20.3,1086.0,68.07,5.0
343.0,2015,495000,30000,2.0,2.0,1.0,1.0,18.6,1197.0,81.83,5.0
329.0,2017,600000,5000,2.0,1.0,1.0,1.0,20.14,1197.0,81.86,5.0
326.0,2015,700000,25000,2.0,1.0,1.0,1.0,17.01,1591.0,121.4,5.0
75.0,2016,565000,72000,1.0,2.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
683.0,2005,250000,80000,1.0,1.0,1.0,1.0,13.6,2523.0,63.0,7.0
684.0,2013,409999,29000,2.0,1.0,1.0,2.0,15.0,1598.0,103.5,5.0
685.0,2016,495000,56832,1.0,2.0,1.0,1.0,19.87,1461.0,83.14,5.0
686.0,2014,470000,30528,2.0,2.0,1.0,1.0,18.6,1197.0,81.86,5.0
45.0,2013,350000,65285,1.0,2.0,1.0,1.0,24.7,1498.0,98.63,5.0
687.0,2020,1560000,20102,1.0,2.0,1.0,1.0,13.68,2393.0,147.51,8.0
688.0,2015,480000,43000,2.0,2.0,1.0,1.0,18.7,1199.0,88.7,5.0
689.0,2013,270000,52380,1.0,2.0,1.0,1.0,23.59,1364.0,67.04,5.0
690.0,2018,660000,74250,1.0,2.0,1.0,1.0,21.0,1498.0,74.96,7.0
691.0,2017,490000,57247,2.0,2.0,2.0,1.0,20.89,1197.0,81.8,5.0
692.0,2017,800000,52000,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
693.0,2011,350000,47000,2.0,1.0,1.0,2.0,16.95,1498.0,97.7,5.0
563.0,2011,170000,80000,1.0,1.0,1.0,3.0,17.8,1399.0,68.0,5.0
694.0,2011,125000,85000,1.0,1.0,1.0,2.0,18.0,1248.0,75.0,5.0
12.0,2012,400000,100000,1.0,1.0,1.0,1.0,19.3,1248.0,73.9,5.0
693.0,2011,250000,110000,2.0,1.0,1.0,1.0,16.95,1498.0,97.7,5.0
695.0,2010,190000,178000,1.0,1.0,1.0,2.0,20.4,1248.0,91.7,5.0
17.0,2010,125000,120000,2.0,1.0,1.0,3.0,19.7,796.0,46.3,5.0
696.0,2017,1950000,70000,1.0,1.0,1.0,1.0,16.3,1956.0,170.0,5.0
697.0,2011,1300000,120000,1.0,1.0,2.0,1.0,12.8,1968.0,167.6,5.0
698.0,2010,786000,155000,1.0,1.0,1.0,3.0,12.8,2494.0,102.0,8.0
169.0,2015,335000,30000,2.0,1.0,1.0,1.0,20.51,998.0,67.04,5.0
14.0,2009,114999,60000,2.0,1.0,1.0,3.0,18.9,1061.0,67.0,5.0
699.0,2012,229999,70000,1.0,1.0,1.0,4.0,22.07,1199.0,73.9,5.0
97.0,2012,395000,120000,1.0,1.0,1.0,1.0,22.32,1582.0,126.32,5.0
1.0,2015,500000,120000,1.0,1.0,1.0,1.0,26.59,1248.0,74.0,5.0
9.0,2013,240000,100000,1.0,1.0,1.0,1.0,20.0,1399.0,68.1,5.0
16.0,2010,215000,120000,1.0,1.0,1.0,3.0,23.0,1396.0,90.0,5.0
472.0,2012,400000,90000,1.0,1.0,1.0,2.0,22.9,1248.0,74.0,5.0
378.0,2012,191000,90000,2.0,1.0,1.0,1.0,19.0,998.0,67.1,5.0
700.0,2013,351000,100000,1.0,1.0,1.0,2.0,14.0,2498.0,112.0,8.0
271.0,2011,300000,120000,2.0,1.0,1.0,3.0,17.6,1496.0,88.7,5.0
701.0,2017,700000,35000,1.0,1.0,1.0,1.0,25.83,1498.0,99.0,5.0
297.0,2002,120000,120000,2.0,1.0,1.0,1.0,16.1,796.0,37.0,4.0
702.0,2019,850000,10000,1.0,1.0,1.0,1.0,22.54,1396.0,88.76,5.0
703.0,1994,120000,100000,1.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
20.0,2017,770000,65000,1.0,1.0,1.0,2.0,25.5,1498.0,98.6,5.0
704.0,2007,245000,90000,2.0,1.0,1.0,3.0,13.5,1799.0,130.0,5.0
545.0,2012,250000,90000,2.0,1.0,1.0,1.0,20.92,998.0,67.1,5.0
523.0,2016,651000,42323,1.0,2.0,1.0,1.0,21.19,1396.0,88.76,5.0
39.0,2013,480000,42462,2.0,2.0,1.0,1.0,16.8,1497.0,116.3,5.0
103.0,2015,470000,54723,1.0,2.0,1.0,1.0,25.2,1248.0,74.0,5.0
705.0,2011,1075000,42545,1.0,2.0,2.0,1.0,19.62,1998.0,190.0,5.0
706.0,2016,690000,32000,1.0,2.0,1.0,1.0,25.1,1248.0,88.5,5.0
707.0,2017,589000,41232,1.0,2.0,1.0,1.0,19.5292373105782,1458.3272031778727,0.0,5.4190083860526705
707.0,2017,589000,41232,1.0,2.0,1.0,1.0,19.5292373105782,1458.3272031778727,0.0,5.4190083860526705
708.0,2018,480000,20375,2.0,2.0,1.0,1.0,20.89,1197.0,81.8,5.0
709.0,2013,450000,43978,1.0,2.0,1.0,2.0,28.4,1248.0,74.0,5.0
174.0,2018,770000,50000,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
349.0,2018,700000,30000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
367.0,2014,560000,90000,1.0,1.0,1.0,1.0,20.77,1248.0,88.8,7.0
710.0,2013,475000,48000,1.0,2.0,1.0,2.0,21.7,1498.0,98.96,5.0
711.0,2014,465000,27233,1.0,2.0,1.0,1.0,27.4,1498.0,98.63,5.0
712.0,2017,520000,28832,1.0,2.0,1.0,1.0,23.4,1248.0,74.0,5.0
713.0,2011,225000,35000,2.0,1.0,1.0,1.0,15.0,1368.0,90.0,5.0
65.0,2015,700000,35000,2.0,1.0,1.0,1.0,16.02,1373.0,93.7,7.0
40.0,2017,780000,40000,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
475.0,2006,93150,80000,2.0,1.0,1.0,2.0,17.7,1497.0,78.0,5.0
714.0,2016,403000,30000,1.0,1.0,1.0,2.0,17.21,1493.0,100.0,7.0
392.0,2009,229999,50000,2.0,1.0,1.0,2.0,19.81,1086.0,68.05,5.0
1.0,2016,525000,40000,1.0,1.0,1.0,2.0,26.59,1248.0,74.0,5.0
715.0,2020,830000,120000,1.0,1.0,1.0,1.0,15.1,2179.0,152.87,7.0
146.0,2011,250000,60000,1.0,1.0,1.0,2.0,21.1,1248.0,73.9,5.0
400.0,2014,450000,110000,1.0,1.0,1.0,1.0,15.96,2523.0,63.0,9.0
716.0,2016,745000,67000,1.0,1.0,1.0,1.0,15.4,1997.0,120.0,7.0
250.0,2010,144000,50000,1.0,1.0,1.0,2.0,20.0,1399.0,68.0,5.0
717.0,2008,120000,40000,2.0,1.0,1.0,1.0,18.2,1061.0,64.0,5.0
718.0,2003,300000,98000,1.0,1.0,1.0,1.0,10.5,2179.0,120.0,8.0
161.0,2015,475000,120000,1.0,1.0,1.0,1.0,23.59,1364.0,67.05,5.0
469.0,1994,45000,60000,2.0,1.0,1.0,1.0,16.1,796.0,37.0,4.0
174.0,2017,775000,80000,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
109.0,2015,700000,50000,1.0,1.0,1.0,1.0,20.77,1248.0,88.76,7.0
103.0,2014,530000,90000,1.0,1.0,1.0,1.0,25.2,1248.0,74.0,5.0
719.0,2017,869999,70000,1.0,1.0,1.0,1.0,21.5,1497.0,108.5,5.0
720.0,2006,155000,110000,1.0,1.0,1.0,4.0,14.9,1991.0,112.2,5.0
721.0,2019,550000,30000,2.0,1.0,2.0,1.0,23.84,1199.0,83.83,5.0
1.0,2016,600000,80000,1.0,1.0,1.0,2.0,26.59,1248.0,74.0,5.0
12.0,2012,430000,110000,1.0,1.0,1.0,2.0,19.3,1248.0,73.9,5.0
722.0,2003,120000,120000,2.0,1.0,1.0,3.0,17.3,993.0,60.0,5.0
478.0,2014,565000,70000,2.0,1.0,1.0,2.0,18.6,1197.0,81.83,5.0
702.0,2018,850000,60000,1.0,1.0,1.0,1.0,22.54,1396.0,88.76,5.0
293.0,2006,160000,90000,2.0,1.0,1.0,1.0,19.7,796.0,46.3,5.0
598.0,2011,450000,90000,1.0,1.0,1.0,3.0,12.05,2179.0,120.0,8.0
384.0,2015,310000,50000,2.0,1.0,1.0,1.0,19.81,1086.0,68.05,5.0
723.0,2013,250000,90000,1.0,1.0,1.0,3.0,25.8,1498.0,98.6,5.0
83.0,2015,420000,115000,1.0,1.0,1.0,2.0,26.59,1248.0,74.0,5.0
724.0,2013,330000,150000,2.0,1.0,2.0,2.0,15.0,1396.0,98.6,5.0
144.0,2015,405000,68000,2.0,1.0,1.0,2.0,20.4,1197.0,81.8,5.0
222.0,2013,400000,90000,1.0,1.0,1.0,2.0,15.96,2523.0,62.1,7.0
133.0,2010,409999,110000,2.0,1.0,2.0,3.0,15.6,1497.0,116.3,5.0
725.0,2013,500000,70000,1.0,1.0,1.0,2.0,15.96,2523.0,62.1,7.0
726.0,2006,80000,118000,2.0,1.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
392.0,2007,135000,100000,2.0,1.0,1.0,2.0,19.81,1086.0,68.05,5.0
727.0,2004,45000,77000,2.0,1.0,1.0,3.0,16.1,796.0,37.0,4.0
1.0,2018,650000,35500,1.0,1.0,1.0,1.0,28.4,1248.0,74.02,5.0
399.0,2018,400000,17500,2.0,1.0,1.0,1.0,20.51,998.0,67.04,5.0
41.0,2017,350000,27000,2.0,1.0,1.0,1.0,23.95,998.0,67.05,5.0
180.0,2016,350000,25000,2.0,1.0,1.0,1.0,20.51,998.0,67.04,5.0
728.0,2015,459999,80000,1.0,1.0,1.0,1.0,26.59,1248.0,74.0,5.0
107.0,2012,185000,60000,2.0,1.0,1.0,2.0,19.7,796.0,46.3,5.0
454.0,2013,550000,38000,1.0,1.0,1.0,1.0,22.07,1199.0,73.9,5.0
500.0,2012,300000,100000,3.0,1.0,1.0,2.0,36.68,998.0,58.2,5.0
375.0,2011,900000,110000,1.0,1.0,1.0,1.0,12.8,2494.0,102.0,8.0
729.0,2016,900000,92000,1.0,1.0,1.0,1.0,21.9,1498.0,98.6,7.0
435.0,2012,550000,180000,1.0,1.0,1.0,3.0,15.96,2523.0,62.1,9.0
90.0,2018,625000,10000,2.0,1.0,1.0,1.0,21.4,1197.0,83.1,5.0
281.0,2017,310000,35000,2.0,1.0,1.0,2.0,24.7,796.0,47.3,5.0
730.0,2017,500000,35000,1.0,1.0,1.0,1.0,28.4,1248.0,74.0,5.0
228.0,2016,610000,23000,1.0,1.0,1.0,1.0,24.0,1120.0,70.0,5.0
509.0,2012,150000,150000,1.0,1.0,1.0,3.0,19.09,1396.0,69.0,5.0
731.0,2015,480000,70000,1.0,1.0,1.0,1.0,24.4,1120.0,71.0,5.0
349.0,2017,650000,40000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
521.0,2012,290000,100000,1.0,1.0,1.0,2.0,21.9,1396.0,90.0,5.0
24.0,2017,300000,50000,2.0,1.0,1.0,2.0,24.7,796.0,47.3,5.0
12.0,2010,270000,120000,1.0,1.0,1.0,4.0,19.3,1248.0,73.9,5.0
732.0,2015,400000,60000,1.0,1.0,1.0,2.0,24.4,1120.0,71.0,5.0
733.0,2015,280000,28000,2.0,1.0,1.0,2.0,22.74,796.0,47.3,5.0
332.0,2009,250000,60000,2.0,1.0,1.0,3.0,17.5,1298.0,85.8,5.0
734.0,2018,3250000,12000,1.0,1.0,2.0,1.0,10.91,3198.0,197.0,7.0
735.0,2019,700000,4500,2.0,1.0,1.0,1.0,19.5,1199.0,88.76,5.0
450.0,2013,310000,70000,1.0,1.0,1.0,1.0,25.0,1396.0,69.0,5.0
736.0,2017,650000,120000,1.0,1.0,1.0,1.0,19.87,1461.0,83.8,5.0
737.0,2015,600000,80000,2.0,1.0,2.0,1.0,19.0,1199.0,88.7,5.0
652.0,2009,150000,150000,1.0,1.0,1.0,4.0,11.57,2179.0,138.1,7.0
738.0,2009,135000,120000,2.0,1.0,1.0,1.0,15.7,1390.0,75.0,5.0
1.0,2014,650000,50000,1.0,1.0,1.0,1.0,23.4,1248.0,74.0,5.0
39.0,2012,550000,83000,2.0,1.0,1.0,1.0,16.8,1497.0,116.3,5.0
1.0,2017,650000,20000,1.0,1.0,1.0,1.0,28.4,1248.0,74.02,5.0
739.0,2018,2900000,49000,1.0,1.0,2.0,1.0,12.9,2755.0,174.5,7.0
255.0,2017,450000,6750,2.0,1.0,1.0,1.0,18.5,1198.0,86.8,5.0
740.0,2017,430000,52000,2.0,1.0,1.0,1.0,17.0,1197.0,81.86,5.0
741.0,2017,1143000,51000,1.0,1.0,2.0,1.0,17.01,1582.0,126.2,5.0
